EmployeeID,JobLevel,Department,MonthlyIncome,,,
904,3,Research & Development,50790,,,
905,3,Research & Development,23210,,,
906,2,Research & Development,174440,,,
907,2,Research & Development,24040,,,
908,1,Sales,34520,,,
909,3,Sales,22700,,,
910,2,Research & Development,173990,,,
911,2,Research & Development,54880,,,
912,3,Sales,194190,,,
913,1,Research & Development,28110,,,
914,1,Sales,36330,,,
915,2,Research & Development,41630,,,
916,3,Research & Development,21320,,,
917,4,Sales,139730,,,
918,2,Sales,26840,,,
919,2,Sales,108450,,,
920,3,Research & Development,43770,,,
921,2,Research & Development,37430,,,
922,3,Research & Development,41480,,,
923,2,Research & Development,10510,,,
924,2,Human Resources,107390,,,
925,4,Research & Development,103880,,,
926,2,Research & Development,114160,,,
927,1,Sales,26000,,,
928,1,Research & Development,24220,,,
929,1,Research & Development,54720,,,
930,2,Research & Development,24510,,,
931,2,Research & Development,42400,,,
932,5,Research & Development,109990,,,
933,5,Research & Development,50030,,,
934,2,Research & Development,127420,,,
935,1,Research & Development,42270,,,
936,1,Sales,39170,,,
937,3,Research & Development,183030,,,
938,2,Research & Development,23800,,,
939,4,Research & Development,137260,,,
940,1,Research & Development,47770,,,
941,2,Research & Development,63850,,,
942,3,Research & Development,199730,,,
943,3,Research & Development,68610,,,
944,3,Human Resources,49690,,,
945,1,Research & Development,198450,,,
946,4,Research & Development,133200,,,
947,1,Sales,63470,,,
948,2,Sales,27430,,,
949,1,Research & Development,108800,,,
950,5,Research & Development,23420,,,
951,2,Sales,176500,,,
952,1,Sales,40250,,,
953,3,Sales,97250,,,
954,1,Research & Development,119040,,,
955,1,Research & Development,21770,,,
956,2,Research & Development,75250,,,
957,1,Human Resources,48340,,,
958,3,Research & Development,20420,,,
959,2,Research & Development,22200,,,
960,3,Research & Development,10520,,,
961,1,Sales,28210,,,
962,2,Research & Development,192370,,,
963,3,Human Resources,41070,,,
964,2,Sales,83960,,,
965,2,Sales,20070,,,
966,2,Research & Development,196270,,,
967,1,Research & Development,106860,,,
968,1,Research & Development,29420,,,
969,2,Sales,88580,,,
970,1,Research & Development,167560,,,
971,2,Sales,107980,,,
972,1,Research & Development,23230,,,
973,1,Research & Development,14160,,,
974,4,Research & Development,46150,,,
975,1,Sales,24610,,,
976,1,Sales,87220,,,
977,2,Research & Development,39550,,,
978,3,Research & Development,99570,,,
979,2,Research & Development,33760,,,
980,2,Research & Development,88230,,,
981,3,Sales,103220,,,
982,2,Sales,46210,,,
983,2,Research & Development,109760,,,
984,1,Research & Development,36600,,,
985,3,Sales,104820,,,
986,1,Research & Development,71190,,,
987,1,Sales,95820,,,
988,1,Sales,45080,,,
989,1,Research & Development,22070,,,
990,3,Research & Development,77560,,,
991,1,Sales,66940,,,
992,5,Sales,36910,,,
993,1,Research & Development,23770,,,
994,3,Sales,23130,,,
995,2,Research & Development,176650,,,
996,1,Research & Development,25960,,,
997,1,Sales,47280,,,
998,1,Research & Development,43020,,,
999,1,Research & Development,29790,,,
1000,2,Human Resources,168850,,,
1001,2,Research & Development,55930,,,
1002,1,Research & Development,104450,,,
1003,1,Research & Development,87400,,,
1004,1,Research & Development,25140,,,
1005,3,Research & Development,76550,,,
1006,1,Human Resources,174650,,,
1007,1,Research & Development,73510,,,
1008,1,Research & Development,108200,,,
1009,1,Research & Development,121690,,,
1010,1,Research & Development,196260,,,
1011,2,Research & Development,20700,,,
1012,1,Sales,67820,,,
1013,5,Sales,77790,,,
1014,5,Sales,27910,,,
1015,2,Research & Development,32010,,,
1016,4,Research & Development,49680,,,
1017,5,Research & Development,131200,,,
1018,1,Research & Development,40330,,,
1019,2,Research & Development,32910,,,
1020,1,Sales,42720,,,
1021,4,Research & Development,50560,,,
1022,1,Sales,28440,,,
1023,2,Research & Development,27030,,,
1024,2,Research & Development,19040,,,
1025,2,Research & Development,82240,,,
1026,2,Sales,47660,,,
1027,2,Sales,26100,,,
1028,2,Research & Development,57310,,,
1029,1,Research & Development,25390,,,
1030,2,Research & Development,57140,,,
1031,2,Sales,43230,,,
1032,3,Sales,73360,,,
1033,1,Research & Development,134990,,,
1034,1,Research & Development,137580,,,
1035,2,Research & Development,51550,,,
1036,3,Human Resources,22580,,,
1037,3,Research & Development,35970,,,
1038,3,Research & Development,25150,,,
1039,2,Sales,44200,,,
1040,3,Human Resources,65780,,,
1041,1,Research & Development,44220,,,
1042,3,Sales,102740,,,
1043,2,Research & Development,53430,,,
1044,1,Research & Development,23760,,,
1045,3,Research & Development,53460,,,
1046,2,Research & Development,28270,,,
1047,2,Research & Development,199430,,,
1048,1,Sales,31310,,,
1049,3,Sales,25520,,,
1050,3,Sales,44770,,,
1051,2,Research & Development,64740,,,
1052,1,Sales,30330,,,
1053,1,Research & Development,29360,,,
1054,3,Research & Development,186060,,,
1055,3,Research & Development,21680,,,
1056,1,Research & Development,28530,,,
1057,1,Sales,170480,,,
1058,5,Sales,22900,,,
1059,1,Sales,36000,,,
1060,5,Sales,21070,,,
1061,1,Research & Development,41150,,,
1062,4,Sales,43270,,,
1063,1,Research & Development,178560,,,
1064,5,Sales,31960,,,
1065,1,Human Resources,190810,,,
1066,1,Research & Development,89660,,,
1067,1,Research & Development,22100,,,
1068,2,Sales,45390,,,
1069,2,Research & Development,27410,,,
1070,2,Research & Development,34910,,,
1071,5,Sales,45410,,,
1072,3,Research & Development,26780,,,
1073,1,Research & Development,73790,,,
1074,2,Research & Development,62720,,,
1075,1,Research & Development,52200,,,
1076,2,Research & Development,27430,,,
1077,3,Research & Development,49980,,,
1078,3,Research & Development,102520,,,
1079,1,Research & Development,27810,,,
1080,2,Research & Development,68520,,,
1081,2,Sales,49500,,,
1082,2,Research & Development,35790,,,
1083,1,Research & Development,131910,,,
1084,5,Research & Development,103770,,,
1085,1,Sales,22350,,,
1086,1,Research & Development,105020,,,
1087,1,Research & Development,20110,,,
1088,2,Sales,18590,,,
1089,2,Research & Development,37600,,,
1090,4,Research & Development,177790,,,
1091,1,Research & Development,68330,,,
1092,2,Research & Development,68120,,,
1093,2,Research & Development,51710,,,
1094,2,Research & Development,197400,,,
1095,4,Sales,187110,,,
1096,1,Research & Development,36920,,,
1097,5,Human Resources,25590,,,
1098,3,Research & Development,25170,,,
1099,1,Research & Development,66230,,,
1100,2,Research & Development,182650,,,
1101,1,Sales,161240,,,
1102,3,Research & Development,25850,,,
1103,3,Sales,182130,,,
1104,2,Sales,83800,,,
1105,2,Research & Development,29940,,,
1106,5,Sales,12230,,,
1107,4,Sales,11180,,,
1108,2,Human Resources,28750,,,
1109,2,Research & Development,188240,,,
1110,2,Sales,135770,,,
1111,2,Research & Development,26250,,,
1112,1,Research & Development,187890,,,
1113,1,Research & Development,45380,,,
1114,2,Research & Development,198470,,,
1115,1,Research & Development,105120,,,
1116,1,Research & Development,44440,,,
1117,5,Sales,21540,,,
1118,2,Research & Development,191900,,,
1119,1,Research & Development,44900,,,
1120,2,Sales,35060,,,
1121,1,Sales,23720,,,
1122,4,Sales,102310,,,
1123,1,Research & Development,54100,,,
1124,3,Research & Development,79780,,,
1125,1,Sales,38670,,,
1126,2,Research & Development,28380,,,
1127,4,Sales,46950,,,
1128,1,Research & Development,33390,,,
1129,2,Research & Development,20800,,,
1130,2,Research & Development,20960,,,
1131,3,Research & Development,62090,,,
1132,2,Research & Development,180610,,,
1133,2,Sales,171230,,,
1134,3,Research & Development,23720,,,
1135,2,Research & Development,48830,,,
1136,1,Sales,39040,,,
1137,2,Research & Development,46270,,,
1138,3,Research & Development,70940,,,
1139,1,Research & Development,34230,,,
1140,3,Research & Development,66740,,,
1141,4,Research & Development,168800,,,
1142,1,Research & Development,90940,,,
1143,4,Research & Development,84460,,,
1144,2,Sales,119160,,,
1145,1,Sales,45340,,,
1146,2,Research & Development,98520,,,
1147,2,Research & Development,61510,,,
1148,2,Research & Development,23020,,,
1149,2,Research & Development,23620,,,
1150,1,Research & Development,178610,,,
1151,2,Research & Development,191870,,,
1152,3,Research & Development,197170,,,
1153,5,Research & Development,35440,,,
1154,2,Sales,85000,,,
1155,2,Human Resources,46610,,,
1156,5,Research & Development,41030,,,
1157,2,Research & Development,42490,,,
1158,2,Research & Development,140260,,,
1159,2,Research & Development,68930,,,
1160,3,Research & Development,61250,,,
1161,2,Research & Development,36690,,,
1162,2,Research & Development,100080,,,
1163,1,Sales,23870,,,
1164,1,Research & Development,46390,,,
1165,2,Research & Development,78980,,,
1166,2,Human Resources,25340,,,
1167,2,Research & Development,131420,,,
1168,3,Sales,16110,,,
1169,3,Research & Development,53630,,,
1170,2,Research & Development,50710,,,
1171,3,Research & Development,136950,,,
1172,1,Research & Development,134020,,,
1173,2,Sales,20290,,,
1174,2,Research & Development,63770,,,
1175,4,Research & Development,54290,,,
1176,2,Research & Development,27850,,,
1177,1,Research & Development,46140,,,
1178,1,Research & Development,26100,,,
1179,3,Sales,66870,,,
1180,2,Research & Development,47240,,,
1181,2,Research & Development,61790,,,
1182,2,Research & Development,61200,,,
1183,2,Research & Development,105960,,,
1184,1,Research & Development,54670,,,
1185,2,Research & Development,29960,,,
1186,3,Research & Development,99980,,,
1187,2,Sales,40780,,,
1188,1,Research & Development,109200,,,
1189,1,Sales,62320,,,
1190,1,Sales,132470,,,
1191,1,Research & Development,40810,,,
1192,2,Sales,57690,,,
1193,2,Research & Development,23940,,,
1194,3,Research & Development,39040,,,
1195,2,Sales,167990,,,
1196,1,Research & Development,29500,,,
1197,1,Sales,36290,,,
1198,1,Sales,93620,,,
1199,2,Sales,32290,,,
1200,1,Research & Development,35780,,,
1201,2,Human Resources,79880,,,
1202,3,Research & Development,42840,,,
1203,2,Research & Development,75530,,,
1204,1,Research & Development,173280,,,
1205,2,Sales,197010,,,
1206,4,Research & Development,147320,,,
1207,2,Research & Development,92780,,,
1208,1,Research & Development,13590,,,
1209,1,Research & Development,47790,,,
1210,1,Research & Development,164220,,,
1211,3,Research & Development,29960,,,
1212,1,Sales,12610,,,
1213,1,Research & Development,20990,,,
1214,2,Sales,58100,,,
1215,1,Research & Development,56470,,,
1216,2,Research & Development,34200,,,
1217,4,Sales,44000,,,
1218,2,Research & Development,35000,,,
1219,5,Sales,20660,,,
1220,2,Research & Development,171690,,,
1221,2,Sales,41620,,,
1222,1,Research & Development,92040,,,
1223,2,Human Resources,32940,,,
1224,2,Sales,21270,,,
1225,2,Research & Development,39750,,,
1226,1,Research & Development,107930,,,
1227,5,Research & Development,100960,,,
1228,4,Research & Development,36460,,,
1229,2,Human Resources,74460,,,
1230,3,Research & Development,108510,,,
1231,2,Research & Development,21090,,,
1232,1,Research & Development,37220,,,
1233,3,Research & Development,93800,,,
1234,1,Research & Development,54860,,,
1235,4,Sales,27420,,,
1236,2,Sales,137570,,,
1237,2,Sales,84630,,,
1238,5,Sales,31620,,,
1239,2,Research & Development,165980,,,
1240,2,Research & Development,66510,,,
1241,1,Research & Development,23450,,,
1242,1,Sales,34200,,,
1243,1,Sales,43730,,,
1244,5,Human Resources,47590,,,
1245,1,Research & Development,53010,,,
1246,1,Human Resources,36730,,,
1247,3,Human Resources,47680,,,
1248,1,Sales,12740,,,
1249,1,Research & Development,49000,,,
1250,3,Sales,104660,,,
1251,4,Research & Development,170070,,,
1252,4,Sales,29090,,,
1253,1,Research & Development,57650,,,
1254,3,Sales,45990,,,
1255,2,Sales,24040,,,
1256,4,Sales,31720,,,
1257,1,Research & Development,20330,,,
1258,2,Sales,102090,,,
1259,1,Research & Development,86200,,,
1260,3,Research & Development,20640,,,
1261,3,Research & Development,40350,,,
1262,3,Research & Development,38380,,,
1263,1,Research & Development,45910,,,
1264,1,Research & Development,25610,,,
1265,3,Research & Development,15630,,,
1266,3,Research & Development,48980,,,
1267,3,Research & Development,47890,,,
1268,1,Sales,31800,,,
1269,3,Research & Development,65490,,,
1270,1,Human Resources,63880,,,
1271,2,Sales,112440,,,
1272,4,Sales,160320,,,
1273,2,Research & Development,23620,,,
1274,2,Research & Development,163280,,,
1275,4,Sales,83760,,,
1276,1,Research & Development,166060,,,
1277,2,Sales,86060,,,
1278,3,Research & Development,22720,,,
1279,2,Research & Development,20180,,,
1280,1,Research & Development,70830,,,
1281,2,Human Resources,40840,,,
1282,4,Sales,144110,,,
1283,3,Research & Development,23080,,,
1284,1,Research & Development,48410,,,
1285,3,Research & Development,42850,,,
1286,2,Sales,97150,,,
1287,2,Research & Development,43200,,,
1288,2,Research & Development,21320,,,
1289,2,Research & Development,101240,,,
1290,1,Human Resources,54730,,,
1291,3,Research & Development,52070,,,
1292,3,Research & Development,164370,,,
1293,4,Sales,22960,,,
1294,3,Research & Development,40690,,,
1295,2,Research & Development,74410,,,
1296,2,Sales,24300,,,
1297,1,Research & Development,58780,,,
1298,2,Human Resources,26440,,,
1299,2,Research & Development,64390,,,
1300,5,Research & Development,24510,,,
1301,1,Sales,63920,,,
1302,2,Sales,97140,,,
1303,1,Research & Development,60770,,,
1304,5,Research & Development,24500,,,
1305,1,Research & Development,92500,,,
1306,1,Research & Development,20740,,,
1307,1,Sales,101690,,,
1308,1,Research & Development,48550,,,
1309,2,Sales,40870,,,
1310,2,Sales,23670,,,
1311,2,Research & Development,29720,,,
1312,1,Research & Development,195860,,,
1313,2,Human Resources,54840,,,
1314,1,Human Resources,20610,,,
1315,2,Sales,99240,,,
1316,4,Research & Development,41980,,,
1317,1,Sales,68150,,,
1318,2,Research & Development,47230,,,
1319,4,Research & Development,61420,,,
1320,2,Sales,82370,,,
1321,1,Research & Development,88530,,,
1322,1,Research & Development,193310,,,
1323,1,Research & Development,20730,,,
1324,5,Human Resources,55620,,,
1325,1,Research & Development,196130,,,
1326,2,Research & Development,34070,,,
1327,2,Sales,50630,,,
1328,1,Sales,46390,,,
1329,2,Sales,48760,,,
1330,1,Human Resources,26900,,,
1331,2,Research & Development,175670,,,
1332,1,Research & Development,24080,,,
1333,3,Research & Development,28140,,,
1334,2,Sales,112450,,,
1335,2,Research & Development,33120,,,
1336,2,Research & Development,190490,,,
1337,3,Research & Development,21410,,,
1338,2,Sales,57690,,,
1339,1,Sales,43850,,,
1340,1,Research & Development,53320,,,
1341,1,Sales,46630,,,
1342,1,Research & Development,47240,,,
1343,1,Sales,32110,,,
1344,2,Research & Development,53770,,,
1345,2,Research & Development,40660,,,
1346,1,Research & Development,52080,,,
1347,2,Research & Development,48770,,,
1348,2,Human Resources,31170,,,
1349,1,Research & Development,15690,,,
1350,1,Research & Development,196580,,,
1351,3,Sales,30690,,,
1352,2,Research & Development,104350,,,
1353,2,Research & Development,41480,,,
1354,2,Research & Development,57680,,,
1355,2,Research & Development,50420,,,
1356,2,Sales,57700,,,
1357,3,Sales,77560,,,
1358,3,Research & Development,103060,,,
1359,2,Sales,39360,,,
1360,3,Sales,79450,,,
1361,4,Research & Development,57430,,,
1362,5,Research & Development,152020,,,
1363,2,Research & Development,54400,,,
1364,3,Sales,37600,,,
1365,5,Sales,35170,,,
1366,1,Sales,25800,,,
1367,1,Sales,21660,,,
1368,3,Research & Development,58690,,,
1369,3,Research & Development,80080,,,
1370,1,Sales,52060,,,
1371,4,Research & Development,52950,,,
1372,2,Sales,164130,,,
1373,1,Research & Development,132690,,,
1374,1,Research & Development,27830,,,
1375,2,Sales,54330,,,
1376,2,Research & Development,20130,,,
1377,1,Research & Development,139660,,,
1378,2,Research & Development,43740,,,
1379,4,Sales,68420,,,
1380,1,Human Resources,174260,,,
1381,2,Sales,176030,,,
1382,1,Research & Development,45810,,,
1383,2,Research & Development,47350,,,
1384,2,Research & Development,41870,,,
1385,2,Sales,55050,,,
1386,1,Sales,54700,,,
1387,2,Research & Development,54760,,,
1388,4,Research & Development,25870,,,
1389,1,Research & Development,24400,,,
1390,2,Research & Development,159720,,,
1391,2,Research & Development,153790,,,
1392,1,Sales,70820,,,
1393,2,Sales,27280,,,
1394,2,Sales,53680,,,
1395,5,Research & Development,53470,,,
1396,3,Sales,31950,,,
1397,1,Sales,39890,,,
1398,1,Research & Development,33060,,,
1399,2,Research & Development,70050,,,
1400,2,Research & Development,26550,,,
1401,1,Human Resources,13930,,,
1402,2,Human Resources,25700,,,
1403,2,Research & Development,35370,,,
1404,1,Sales,39860,,,
1405,2,Research & Development,108830,,,
1406,1,Research & Development,20280,,,
1407,1,Research & Development,95250,,,
1408,1,Research & Development,29290,,,
1409,2,Research & Development,22750,,,
1410,2,Research & Development,78790,,,
1411,5,Sales,49300,,,
1412,1,Human Resources,78470,,,
1413,1,Research & Development,44010,,,
1414,2,Research & Development,92410,,,
1415,4,Research & Development,29740,,,
1416,1,Research & Development,45020,,,
1417,3,Sales,107480,,,
1418,2,Sales,15550,,,
1419,4,Research & Development,129360,,,
1420,2,Research & Development,23050,,,
1421,1,Research & Development,167040,,,
1422,5,Research & Development,34330,,,
1423,1,Research & Development,34770,,,
1424,2,Research & Development,64300,,,
1425,1,Research & Development,65160,,,
1426,1,Research & Development,39070,,,
1427,2,Research & Development,55620,,,
1428,2,Research & Development,68830,,,
1429,2,Sales,28620,,,
1430,1,Research & Development,49780,,,
1431,2,Research & Development,103680,,,
1432,2,Sales,61340,,,
1433,1,Research & Development,67350,,,
1434,3,Sales,32950,,,
1435,2,Sales,52380,,,
1436,4,Research & Development,64720,,,
1437,3,Sales,96100,,,
1438,3,Research & Development,198330,,,
1439,2,Sales,97560,,,
1440,1,Sales,49680,,,
1441,1,Research & Development,21450,,,
1442,1,Research & Development,21800,,,
1443,4,Research & Development,83460,,,
1444,2,Research & Development,34450,,,
1445,1,Research & Development,27600,,,
1446,2,Research & Development,62940,,,
1447,1,Sales,71400,,,
1448,2,Sales,29320,,,
1449,2,Sales,51470,,,
1450,1,Research & Development,45070,,,
1451,3,Human Resources,85640,,,
1452,3,Sales,24680,,,
1453,2,Sales,81610,,,
1454,4,Sales,21090,,,
1455,2,Sales,52940,,,
1456,1,Research & Development,27180,,,
1457,2,Research & Development,58110,,,
1458,1,Research & Development,24370,,,
1459,1,Research & Development,27660,,,
1460,1,Research & Development,190380,,,
1461,2,Research & Development,30550,,,
1462,3,Sales,22890,,,
1463,1,Sales,40010,,,
1464,1,Research & Development,129650,,,
1465,2,Sales,35390,,,
1466,1,Research & Development,60290,,,
1467,1,Research & Development,26790,,,
1468,2,Research & Development,37020,,,
1469,1,Sales,23980,,,
1470,2,Research & Development,54680,,,
1471,1,Sales,131160,,,
1472,1,Research & Development,41890,,,
1473,4,Research & Development,193280,,,
1474,3,Research & Development,83210,,,
1475,1,Research & Development,23420,,,
1476,4,Research & Development,40710,,,
1477,2,Research & Development,58130,,,
1478,2,Research & Development,31430,,,
1479,3,Research & Development,20440,,,
1480,4,Research & Development,134640,,,
1481,2,Research & Development,79910,,,
1482,1,Research & Development,33770,,,
1483,1,Research & Development,55380,,,
1484,1,Research & Development,57620,,,
1485,1,Research & Development,25920,,,
1486,2,Research & Development,53460,,,
1487,1,Research & Development,42130,,,
1488,2,Research & Development,41270,,,
1489,1,Sales,24380,,,
1490,1,Research & Development,68700,,,
1491,2,Research & Development,104470,,,
1492,1,Sales,96670,,,
1493,2,Research & Development,21480,,,
1494,1,Research & Development,89260,,,
1495,1,Research & Development,65130,,,
1496,1,Research & Development,67990,,,
1497,1,Research & Development,162910,,,
1498,1,Sales,27050,,,
1499,2,Research & Development,103330,,,
1500,1,Sales,44480,,,
1501,3,Research & Development,68540,,,
1502,1,Research & Development,96370,,,
1503,2,Research & Development,35910,,,
1504,3,Sales,54050,,,
1505,1,Research & Development,46840,,,
1506,2,Research & Development,157870,,,
1507,1,Sales,15140,,,
1508,3,Sales,29560,,,
1509,1,Research & Development,23350,,,
1510,1,Sales,51540,,,
1511,3,Research & Development,69620,,,
1512,2,Research & Development,56750,,,
1513,1,Research & Development,23790,,,
1514,1,Sales,38120,,,
1515,1,Research & Development,46480,,,
1516,1,Research & Development,29360,,,
1517,2,Sales,21050,,,
1518,1,Research & Development,85780,,,
1519,2,Sales,27060,,,
1520,3,Research & Development,63840,,,
1521,2,Research & Development,39680,,,
1522,3,Research & Development,99070,,,
1523,2,Sales,132250,,,
1524,1,Research & Development,35400,,,
1525,2,Sales,28040,,,
1526,4,Research & Development,193920,,,
1527,1,Sales,196650,,,
1528,4,Research & Development,24390,,,
1529,3,Research & Development,73140,,,
1530,2,Research & Development,47740,,,
1531,3,Research & Development,39020,,,
1532,3,Research & Development,26620,,,
1533,4,Research & Development,28560,,,
1534,2,Sales,10810,,,
1535,2,Research & Development,24720,,,
1536,1,Research & Development,56730,,,
1537,4,Research & Development,41970,,,
1538,1,Research & Development,97130,,,
1539,1,Research & Development,20620,,,
1540,1,Research & Development,42840,,,
1541,4,Sales,47880,,,
1542,2,Research & Development,59060,,,
1543,5,Research & Development,38860,,,
1544,1,Research & Development,168230,,,
1545,2,Research & Development,29330,,,
1546,2,Research & Development,65000,,,
1547,1,Sales,171740,,,
1548,4,Research & Development,50330,,,
1549,1,Research & Development,23070,,,
1550,3,Human Resources,25870,,,
1551,2,Research & Development,55070,,,
1552,1,Research & Development,43930,,,
1553,2,Sales,133480,,,
1554,1,Research & Development,65830,,,
1555,3,Research & Development,81030,,,
1556,3,Research & Development,39780,,,
1557,3,Sales,25440,,,
1558,1,Research & Development,53990,,,
1559,1,Research & Development,54870,,,
1560,2,Sales,68340,,,
1561,1,Research & Development,10910,,,
1562,2,Sales,57360,,,
1563,3,Sales,22260,,,
1564,2,Research & Development,57470,,,
1565,4,Sales,98540,,,
1566,2,Research & Development,54670,,,
1567,1,Sales,53800,,,
1568,5,Sales,51510,,,
1569,1,Sales,21330,,,
1570,4,Research & Development,178750,,,
1571,2,Human Resources,24320,,,
1572,2,Research & Development,47710,,,
1573,5,Research & Development,191610,,,
1574,2,Research & Development,50870,,,
1575,2,Research & Development,28630,,,
1576,5,Human Resources,55610,,,
1577,4,Research & Development,21440,,,
1578,2,Sales,30650,,,
1579,1,Research & Development,28100,,,
1580,3,Research & Development,98880,,,
1581,1,Research & Development,86280,,,
1582,4,Research & Development,28670,,,
1583,1,Human Resources,53730,,,
1584,2,Research & Development,66670,,,
1585,3,Research & Development,50030,,,
1586,1,Sales,23670,,,
1587,3,Research & Development,28580,,,
1588,2,Sales,52040,,,
1589,1,Research & Development,41050,,,
1590,1,Sales,96790,,,
1591,1,Research & Development,56170,,,
1592,1,Sales,104480,,,
1593,5,Research & Development,28970,,,
1594,2,Research & Development,59680,,,
1595,2,Sales,75100,,,
1596,1,Research & Development,29910,,,
1597,5,Research & Development,196360,,,
1598,3,Sales,11290,,,
1599,1,Research & Development,133410,,,
1600,3,Research & Development,43320,,,
1601,4,Research & Development,110310,,,
1602,3,Sales,44400,,,
1603,1,Sales,46170,,,
1604,1,Sales,26470,,,
1605,2,Human Resources,63230,,,
1606,1,Research & Development,56770,,,
1607,3,Research & Development,21870,,,
1608,1,Sales,37480,,,
1609,2,Sales,39770,,,
1610,1,Human Resources,86330,,,
1611,3,Research & Development,20080,,,
1612,3,Research & Development,44400,,,
1613,1,Research & Development,30670,,,
1614,3,Research & Development,53210,,,
1615,2,Sales,54100,,,
1616,3,Research & Development,27820,,,
1617,3,Research & Development,119570,,,
1618,3,Research & Development,26600,,,
1619,2,Research & Development,33750,,,
1620,1,Research & Development,50980,,,
1621,2,Research & Development,48780,,,
1622,2,Sales,28370,,,
1623,1,Sales,24060,,,
1624,1,Research & Development,22690,,,
1625,1,Sales,41080,,,
1626,4,Research & Development,132060,,,
1627,1,Research & Development,104220,,,
1628,2,Research & Development,137440,,,
1629,2,Sales,49070,,,
1630,1,Sales,34820,,,
1631,4,Research & Development,24360,,,
1632,2,Research & Development,23800,,,
1633,3,Research & Development,194310,,,
1634,3,Research & Development,17900,,,
1635,1,Research & Development,76440,,,
1636,3,Research & Development,51310,,,
1637,4,Research & Development,63060,,,
1638,3,Sales,47870,,,
1639,3,Sales,188800,,,
1640,4,Research & Development,23390,,,
1641,5,Research & Development,135700,,,
1642,1,Sales,67120,,,
1643,2,Research & Development,54060,,,
1644,2,Research & Development,89380,,,
1645,1,Sales,24390,,,
1646,1,Research & Development,88370,,,
1647,2,Research & Development,53430,,,
1648,4,Research & Development,67280,,,
1649,2,Sales,66520,,,
1650,1,Research & Development,48500,,,
1651,2,Research & Development,28090,,,
1652,2,Research & Development,56890,,,
1653,1,Sales,20010,,,
1654,1,Research & Development,29770,,,
1655,1,Research & Development,40250,,,
1656,2,Research & Development,37850,,,
1657,1,Research & Development,108540,,,
1658,1,Research & Development,120310,,,
1659,2,Research & Development,99360,,,
1660,1,Research & Development,29660,,,
1661,2,Research & Development,25710,,,
1662,1,Research & Development,99910,,,
1663,3,Research & Development,61420,,,
1664,3,Research & Development,53900,,,
1665,4,Research & Development,44040,,,
1666,2,Research & Development,59930,,,
1667,1,Research & Development,51300,,,
1668,1,Research & Development,20900,,,
1669,1,Research & Development,29090,,,
1670,1,Research & Development,34680,,,
1671,2,Research & Development,30680,,,
1672,2,Research & Development,26700,,,
1673,3,Research & Development,26930,,,
1674,2,Research & Development,95260,,,
1675,1,Research & Development,52370,,,
1676,2,Sales,24260,,,
1677,1,Research & Development,41930,,,
1678,5,Research & Development,29110,,,
1679,1,Research & Development,26610,,,
1680,1,Research & Development,20280,,,
1681,1,Sales,99800,,,
1682,2,Research & Development,32980,,,
1683,1,Sales,29350,,,
1684,1,Research & Development,154270,,,
1685,5,Research & Development,39440,,,
1686,1,Sales,40110,,,
1687,1,Sales,34070,,,
1688,4,Research & Development,119940,,,
1689,1,Sales,12320,,,
1690,1,Sales,29600,,,
1691,1,Research & Development,190940,,,
1692,2,Research & Development,39190,,,
1693,2,Research & Development,68250,,,
1694,4,Sales,102480,,,
1695,1,Research & Development,189470,,,
1696,5,Research & Development,24960,,,
1697,2,Sales,64650,,,
1698,1,Sales,22060,,,
1699,2,Sales,20860,,,
1700,1,Research & Development,22930,,,
1701,2,Research & Development,26450,,,
1702,2,Research & Development,26830,,,
1703,1,Human Resources,20140,,,
1704,2,Sales,34190,,,
1705,2,Research & Development,53760,,,
1706,2,Sales,19510,,,
1707,1,Research & Development,23410,,,
1708,2,Sales,22930,,,
1709,3,Sales,87260,,,
1710,1,Research & Development,40110,,,
1711,2,Research & Development,195450,,,
1712,2,Sales,45680,,,
1713,1,Research & Development,30220,,,
1714,3,Research & Development,57720,,,
1715,3,Research & Development,22690,,,
1716,1,Research & Development,53810,,,
1717,3,Research & Development,34410,,,
1718,1,Research & Development,54540,,,
1719,1,Research & Development,98840,,,
1720,1,Research & Development,41570,,,
1721,4,Research & Development,134580,,,
1722,2,Research & Development,90690,,,
1723,2,Research & Development,40140,,,
1724,2,Research & Development,59150,,,
1725,5,Sales,59930,,,
1726,5,Research & Development,61620,,,
1727,1,Research & Development,24060,,,
1728,1,Research & Development,187400,,,
1729,1,Research & Development,76370,,,
1730,2,Research & Development,100960,,,
1731,5,Research & Development,147560,,,
1732,4,Sales,64990,,,
1733,1,Research & Development,97240,,,
1734,5,Sales,21940,,,
1735,3,Research & Development,33880,,,
1736,1,Sales,54730,,,
1737,1,Research & Development,27030,,,
1738,1,Research & Development,25010,,,
1739,1,Research & Development,62200,,,
1740,5,Research & Development,30380,,,
1741,4,Research & Development,44240,,,
1742,1,Research & Development,43120,,,
1743,5,Research & Development,132450,,,
1744,2,Sales,136640,,,
1745,5,Research & Development,50210,,,
1746,3,Research & Development,51260,,,
1747,2,Research & Development,28590,,,
1748,1,Sales,102390,,,
1749,5,Research & Development,53290,,,
1750,2,Research & Development,43250,,,
1751,1,Research & Development,72600,,,
1752,2,Sales,23220,,,
1753,3,Sales,20750,,,
1754,2,Research & Development,41520,,,
1755,3,Research & Development,96190,,,
1756,1,Research & Development,135030,,,
1757,1,Research & Development,54410,,,
1758,2,Research & Development,52090,,,
1759,1,Research & Development,106730,,,
